id,Delivery_person_Age,time_for_pickup,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_longitude,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken
19046,32.0,15,4.2,12.337978,76.616792,76.726792,Fog,Low,1,Drinks,scooter,1.0,No,Metropolitian,31
12675,24.0,5,4.5,12.975996,80.221898,80.331898,Fog,Medium,2,Drinks,motorcycle,1.0,No,Urban,27
25055,24.0,15,4.9,11.006686,76.951736,76.981736,Stormy,Medium,1,Drinks,scooter,1.0,No,Urban,20
1978,31.0,10,4.4,11.02091,76.940432,77.030432,Sandstorms,Medium,0,Snack,motorcycle,2.0,Yes,Metropolitian,41
21948,36.0,15,5.0,27.161694,78.034714,78.144714,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,44
38270,39.0,10,3.6,0.0,0.0,0.13,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,36
955,25.0,10,4.6,0.0,0.0,0.06,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,21
11456,34.0,15,4.5,27.160934,78.044095,78.074095,Stormy,Jam,2,Snack,scooter,1.0,No,Metropolitian,26
32191,36.0,15,4.8,19.875337,75.316722,75.376722,Fog,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,27
227,28.0,15,4.6,17.483216,78.552111,78.592111,Stormy,High,2,Drinks,motorcycle,0.0,No,Metropolitian,14
23511,23.0,15,4.9,23.355164,85.324097,85.334097,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,15
41044,22.0,5,5.0,26.482581,80.315628,80.345628,Sunny,Jam,2,Snack,scooter,0.0,No,Metropolitian,17
4317,24.0,10,4.3,23.355164,85.324097,85.364097,Stormy,High,0,Buffet,motorcycle,0.0,No,Metropolitian,37
18912,28.0,15,4.9,17.430448,78.418213,78.438213,Stormy,Low,1,Snack,motorcycle,1.0,No,Urban,18
2420,30.0,5,4.2,13.066762,80.251865,80.321865,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,37
23278,28.0,5,4.8,21.149834,72.778666,72.798666,Cloudy,High,0,Drinks,motorcycle,1.0,No,Urban,26
39268,36.0,15,4.3,19.176269,72.836721,72.856721,Windy,High,2,Meal,motorcycle,1.0,No,Urban,34
21261,30.0,10,4.8,17.458998,78.500366,78.530366,Windy,Medium,2,Snack,motorcycle,0.0,No,Metropolitian,25
12368,32.0,5,4.2,26.47775,80.351569,80.461569,Stormy,Medium,2,Meal,scooter,1.0,No,Metropolitian,38
42806,38.0,15,4.9,18.55144,73.804855,73.884855,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,27
27744,38.0,5,4.4,17.438263,78.397865,78.477865,Cloudy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,39
4452,33.0,10,4.7,22.310526,73.170937,73.230937,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,29
26454,22.0,5,4.5,15.49395,73.827423,73.857423,Sunny,Jam,2,Buffet,scooter,1.0,No,Metropolitian,11
21417,23.0,5,4.5,12.326356,76.619103,76.729103,Sandstorms,Low,2,Snack,scooter,0.0,No,Metropolitian,12
33007,36.0,5,3.6,13.02978,80.208812,80.288812,Fog,Low,2,Meal,scooter,1.0,No,Metropolitian,35
1075,21.0,5,4.6,22.761593,75.886362,75.926362,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,26
30271,32.0,10,4.4,12.975996,80.221898,80.281898,Stormy,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,31
16099,24.0,15,4.8,17.424114,78.347554,78.397554,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,22
20787,28.0,5,4.1,12.321214,76.621094,76.751094,Cloudy,Jam,2,Snack,scooter,0.0,No,Metropolitian,42
37018,26.0,15,4.8,19.176269,72.836721,72.886721,Windy,Low,1,Meal,motorcycle,1.0,No,Urban,13
5312,28.0,15,4.5,23.355164,85.324097,85.404097,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,30
25094,20.0,15,4.0,23.233219,77.433571,77.513571,Fog,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,34
11051,23.0,10,4.9,12.933298,77.614293,77.664293,Cloudy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,26
15432,21.0,10,4.8,12.337928,76.617889,76.667889,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,28
41564,25.0,15,4.9,19.055831,72.833984,72.893984,Cloudy,Medium,2,Snack,scooter,1.0,No,Urban,13
9028,25.0,5,4.8,11.006686,76.951736,77.041736,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,23
20853,31.0,5,5.0,19.131141,72.813074,72.883074,Cloudy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,25
836,21.0,15,4.7,21.186884,72.793616,72.903616,Stormy,Medium,1,Snack,scooter,1.0,No,Metropolitian,15
16037,21.0,10,4.9,9.970717,76.285447,76.415447,Windy,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,14
19757,27.0,5,5.0,0.0,0.0,0.01,Cloudy,High,1,Drinks,scooter,1.0,No,Urban,25
29913,32.0,5,4.8,17.426228,78.407495,78.517495,Cloudy,Jam,1,Buffet,motorcycle,2.0,No,Metropolitian,47
33112,35.0,5,4.5,0.0,0.0,0.01,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,24
34264,39.0,10,4.9,10.96185,76.971082,77.021082,Cloudy,Medium,2,Buffet,scooter,1.0,No,Urban,17
10212,36.0,10,4.7,19.1813,72.836191,72.866191,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Metropolitian,25
36540,27.0,5,4.6,12.979096,77.640625,77.770625,Sunny,Medium,1,Buffet,scooter,1.0,No,Metropolitian,14
22775,34.0,15,4.0,26.902908,75.792934,75.842934,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,42
39508,33.0,15,3.7,11.006686,76.951736,77.021736,Windy,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,31
19300,29.0,5,4.5,19.22384,72.841347,72.851347,Windy,Low,1,Meal,motorcycle,0.0,No,Urban,10
41893,35.0,10,4.9,12.949934,77.699386,77.739386,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,27
17495,37.0,10,5.0,21.186438,72.794115,72.924115,Fog,Low,0,Snack,motorcycle,1.0,No,Urban,38
25827,32.0,5,4.5,23.333017,85.3172,85.3872,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,30
42155,27.0,10,4.8,12.970221,77.645396,77.695396,Fog,Jam,1,Drinks,scooter,0.0,No,Metropolitian,28
10624,36.0,10,4.5,11.001753,76.986241,77.046241,Windy,Medium,0,Snack,motorcycle,1.0,No,Urban,25
28330,34.0,5,4.9,18.53408,73.89852,74.02852,Stormy,Jam,2,Buffet,motorcycle,0.0,No,Metropolitian,30
33568,27.0,10,4.7,22.74806,75.8934,76.0034,Stormy,Low,0,Meal,motorcycle,0.0,No,Urban,17
32281,35.0,15,4.8,12.326356,76.619103,76.669103,Sunny,Low,1,Buffet,scooter,1.0,No,Metropolitian,12
28987,35.0,15,4.6,0.0,0.0,0.13,Stormy,Low,0,Meal,motorcycle,1.0,No,Urban,22
8638,34.0,5,4.8,22.307898,73.167788,73.227788,Fog,Jam,1,Buffet,scooter,1.0,No,Urban,33
20882,24.0,15,4.7,18.536562,73.896485,73.966485,Cloudy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,43
234,25.0,10,4.7,19.178321,72.834715,72.904715,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,16
25306,37.0,5,4.8,19.120083,72.907385,72.967385,Fog,Low,2,Meal,electric_scooter,0.0,No,Urban,15
43065,27.0,10,4.6,0.0,0.0,0.07,Sunny,Medium,1,Drinks,scooter,0.0,No,Metropolitian,17
3721,32.0,5,4.9,13.02978,80.208812,80.258812,Sandstorms,Jam,2,Snack,scooter,1.0,No,Metropolitian,32
33770,20.0,5,4.8,22.547186,88.35068,88.39068,Sunny,Medium,1,Snack,scooter,0.0,No,Urban,16
43582,30.0,15,4.8,26.849596,75.800512,75.810512,Sunny,Low,2,Snack,scooter,1.0,No,Metropolitian,19
1394,30.0,15,4.8,0.0,0.0,0.11,Fog,Medium,2,Snack,scooter,2.0,No,Metropolitian,36
4715,25.0,15,4.7,19.120083,72.907385,72.977385,Stormy,Jam,2,Drinks,scooter,0.0,No,Metropolitian,25
42176,37.0,10,4.2,23.353783,85.326967,85.346967,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,34
38178,26.0,15,4.8,18.539299,73.897902,73.927902,Sunny,Low,0,Meal,motorcycle,0.0,No,Metropolitian,17
5120,23.0,15,5.0,12.972161,77.596014,77.706014,Stormy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,26
10555,29.0,10,4.8,0.0,0.0,0.11,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Urban,27
34987,24.0,5,4.3,13.029198,77.570997,77.610997,Cloudy,High,1,Meal,motorcycle,1.0,No,Metropolitian,32
37906,25.0,10,4.1,21.17106,72.789292,72.869292,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,35
27789,32.0,5,4.7,22.728163,75.884212,75.894212,Sandstorms,High,0,Snack,motorcycle,1.0,Yes,Metropolitian,49
6602,35.0,15,5.0,18.546258,73.904337,73.914337,Stormy,Low,1,Drinks,motorcycle,1.0,No,Urban,24
28558,33.0,15,4.5,11.024839,77.007003,77.027003,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,28
40139,33.0,10,4.8,22.552996,88.35231,88.41231,Sunny,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,28
7445,20.0,5,4.8,10.003064,76.307589,76.387589,Stormy,Medium,1,Buffet,scooter,0.0,No,Metropolitian,17
15778,31.0,15,4.7,25.450317,81.831681,81.961681,Fog,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,51
9309,26.0,5,4.5,26.913483,75.803139,75.843139,Windy,High,2,Drinks,scooter,1.0,No,Metropolitian,18
21016,34.0,5,5.0,11.008638,76.984311,77.004311,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,26
36502,36.0,10,4.6,17.483216,78.552111,78.632111,Fog,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,49
635,32.0,5,4.3,0.0,0.0,0.01,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,28
35988,26.0,15,4.6,26.88842,75.800689,75.850689,Stormy,Medium,1,Snack,motorcycle,1.0,No,Urban,23
32193,29.0,15,4.6,18.546947,73.900626,73.920626,Windy,Low,2,Meal,motorcycle,1.0,No,Metropolitian,12
31181,28.0,15,4.6,23.354422,85.3329,85.3729,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,21
6495,34.0,15,4.7,12.972793,80.249982,80.289982,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,31
32055,21.0,5,4.8,12.337978,76.616792,76.686792,Cloudy,Medium,2,Drinks,motorcycle,2.0,No,Metropolitian,35
29918,33.0,5,4.7,10.035573,76.336958,76.406958,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,38
24896,32.0,5,4.9,21.17106,72.789292,72.809292,Windy,High,0,Snack,motorcycle,1.0,No,Urban,30
27305,29.0,5,4.6,21.160522,72.771477,72.861477,Fog,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,41
18317,24.0,5,4.7,13.091809,80.219104,80.229104,Windy,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,19
24132,31.0,5,4.7,0.0,0.0,0.02,Fog,High,1,Snack,scooter,1.0,No,Metropolitian,27
27179,31.0,5,4.3,12.913041,77.683237,77.733237,Fog,Jam,1,Snack,scooter,0.0,No,Metropolitian,34
22235,24.0,10,4.6,11.003681,76.975525,76.995525,Fog,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,16
42188,29.0,15,4.8,26.956431,75.776649,75.916649,Sunny,Jam,2,Snack,scooter,0.0,No,Urban,11
33218,34.0,5,4.4,22.311603,73.165012,73.295012,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,42
37834,21.0,10,4.8,18.520016,73.830547,73.880547,Windy,Jam,1,Drinks,motorcycle,1.0,No,Urban,26
35836,36.0,15,4.5,21.175975,72.795503,72.855503,Sandstorms,Medium,2,Snack,scooter,1.0,No,Metropolitian,25
38681,39.0,5,4.5,19.254567,72.848923,72.928923,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Urban,22
28241,36.0,15,4.2,26.910262,75.783013,75.833013,Stormy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,22
10168,33.0,15,4.2,26.921411,75.793604,75.923604,Stormy,Jam,1,Snack,scooter,2.0,No,Urban,43
30972,22.0,10,4.7,26.849596,75.800512,75.910512,Windy,Jam,2,Meal,motorcycle,0.0,No,Metropolitian,23
11909,35.0,5,3.6,13.081878,80.248519,80.338519,Windy,Jam,2,Drinks,electric_scooter,0.0,No,Metropolitian,37
23082,25.0,10,4.9,11.021278,76.995017,77.065017,Sandstorms,Jam,1,Snack,scooter,1.0,No,Metropolitian,26
22549,24.0,5,4.6,12.979166,77.640709,77.670709,Sunny,Medium,0,Snack,motorcycle,1.0,No,Urban,17
27548,39.0,5,4.1,12.975377,77.696664,77.826664,Fog,Jam,1,Meal,motorcycle,2.0,No,Metropolitian,45
6918,32.0,15,4.2,26.766536,75.837333,75.907333,Fog,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,36
33908,28.0,15,4.6,11.006686,76.951736,76.991736,Windy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,14
36264,21.0,15,4.6,-26.481547,80.299775,80.369775,Cloudy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,31
31519,22.0,15,4.6,12.972532,77.608179,77.678179,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,28
6785,36.0,10,4.6,18.536562,73.896485,73.976485,Cloudy,Low,0,Snack,motorcycle,2.0,No,Metropolitian,39
37656,24.0,10,4.5,26.766536,75.837333,75.947333,Sandstorms,Jam,0,Meal,motorcycle,0.0,No,Urban,26
43179,38.0,5,4.6,22.727021,75.884167,75.934167,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,34
26936,26.0,5,5.0,18.520016,73.830547,73.940547,Cloudy,Medium,1,Drinks,scooter,1.0,No,Urban,36
18406,28.0,15,4.5,21.15276,72.778059,72.908059,Sandstorms,Low,0,Snack,motorcycle,0.0,No,Urban,15
39543,21.0,5,5.0,9.979186,76.317361,76.377361,Stormy,Jam,2,Meal,scooter,0.0,No,Metropolitian,21
828,38.0,10,4.8,12.978453,77.643685,77.663685,Windy,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,27
39969,27.0,10,4.8,26.849596,75.800512,75.820512,Sunny,Low,1,Drinks,scooter,0.0,No,Metropolitian,20
25165,36.0,5,4.5,13.029198,77.570997,77.680997,Sandstorms,Low,1,Snack,scooter,1.0,No,Urban,25
36957,20.0,15,4.9,22.760072,75.892574,75.942574,Cloudy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,22
22081,31.0,10,4.6,22.745049,75.892471,75.902471,Sandstorms,High,0,Meal,motorcycle,1.0,No,Metropolitian,36
4542,29.0,15,4.1,11.022298,76.998349,77.048349,Windy,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,37
7153,35.0,5,5.0,13.005801,80.250744,80.330744,Sunny,Low,2,Snack,scooter,1.0,No,Urban,20
16586,31.0,5,4.7,17.430448,78.418213,78.488213,Stormy,Low,1,Drinks,scooter,0.0,No,Metropolitian,24
5593,37.0,10,5.0,30.327968,78.046106,78.056106,Sunny,Low,1,Snack,motorcycle,1.0,No,Metropolitian,16
6919,29.0,10,4.7,21.160437,72.774209,72.864209,Stormy,Low,1,Snack,motorcycle,0.0,No,Urban,10
18818,21.0,15,4.8,12.913041,77.683237,77.733237,Windy,Jam,2,Snack,scooter,1.0,No,Metropolitian,19
11956,38.0,15,4.7,13.029198,77.570997,77.700997,Cloudy,Low,2,Drinks,motorcycle,1.0,No,Urban,28
36594,22.0,15,4.6,12.972532,77.608179,77.698179,Windy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,23
18214,35.0,10,4.8,19.131141,72.813074,72.923074,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23
28134,36.0,5,5.0,22.753659,75.903365,75.943365,Stormy,High,1,Drinks,scooter,1.0,No,Urban,34
39250,20.0,15,4.5,30.893081,75.821495,75.841495,Sandstorms,Low,2,Snack,scooter,1.0,No,Urban,12
6357,33.0,15,4.3,13.045479,80.23311,80.25311,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,28
26961,21.0,10,4.6,22.751234,75.88949,75.90949,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,10
18934,32.0,15,4.6,21.149834,72.778666,72.908666,Sunny,Low,1,Snack,scooter,1.0,No,Metropolitian,18
29235,22.0,10,4.9,23.374878,85.335739,85.465739,Fog,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,38
21388,27.0,10,4.5,26.766536,75.837333,75.877333,Sandstorms,Medium,1,Buffet,scooter,0.0,No,Metropolitian,21
23677,27.0,5,4.8,12.326356,76.619103,76.699103,Sunny,Medium,1,Meal,scooter,0.0,No,Metropolitian,19
14331,32.0,5,4.6,30.335259,78.053162,78.073162,Stormy,Low,2,Drinks,scooter,1.0,No,Metropolitian,28
38805,31.0,5,4.5,18.530963,73.828972,73.878972,Sandstorms,Jam,2,Buffet,scooter,1.0,No,Metropolitian,28
19750,34.0,10,4.2,17.426228,78.407495,78.497495,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,43
35425,35.0,5,5.0,18.56245,73.916619,73.946619,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,26
34876,37.0,15,4.7,11.003008,76.97544,77.01544,Sandstorms,Medium,0,Buffet,motorcycle,0.0,No,Urban,29
29186,39.0,15,4.8,0.0,0.0,0.07,Windy,Low,0,Buffet,motorcycle,1.0,No,Urban,20
20233,23.0,10,5.0,21.157735,72.768778,72.818778,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Urban,24
28592,36.0,15,4.4,12.979166,77.640709,77.660709,Windy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,30
42805,23.0,5,4.9,26.911927,75.797282,75.827282,Cloudy,Low,1,Meal,motorcycle,1.0,No,Urban,18
19057,25.0,10,4.7,0.0,0.0,0.07,Sunny,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,23
33702,30.0,5,4.8,26.766536,75.837333,75.947333,Sunny,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,21
40592,20.0,10,4.6,0.0,0.0,0.04,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,15
28726,30.0,10,4.7,22.551084,88.354127,88.414127,Sunny,Low,0,Meal,motorcycle,0.0,No,Metropolitian,23
43750,36.0,5,4.2,12.323225,76.630028,76.740028,Stormy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,49
12394,21.0,15,4.9,23.353783,85.326967,85.396967,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,21
42259,26.0,10,4.8,22.761226,75.887522,75.907522,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,20
13351,31.0,10,4.0,23.355164,85.324097,85.334097,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,32
27098,39.0,10,4.6,22.745536,75.893106,76.003106,Fog,Low,1,Snack,scooter,1.0,No,Metropolitian,28
8164,28.0,5,4.8,25.450329,81.834279,81.844279,Sunny,Low,1,Drinks,scooter,1.0,No,Urban,20
42326,31.0,5,4.8,21.157735,72.768778,72.798778,Sunny,Low,0,Snack,motorcycle,0.0,No,Metropolitian,25
29542,39.0,10,4.7,12.284747,76.625861,76.655861,Fog,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,39
35611,32.0,5,4.3,21.173493,72.801953,72.841953,Stormy,High,0,Snack,motorcycle,1.0,No,Metropolitian,43
37940,26.0,5,4.8,12.972793,80.249982,80.339982,Windy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,21
6157,24.0,15,4.9,22.732225,75.874765,75.934765,Cloudy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,21
6685,39.0,5,4.3,18.55144,73.804855,73.834855,Sandstorms,Low,0,Snack,motorcycle,0.0,No,Urban,25
2030,26.0,15,4.1,18.533811,73.899315,73.959315,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,29
41540,39.0,5,4.6,18.53408,73.89852,74.00852,Sunny,Low,1,Drinks,motorcycle,1.0,No,Urban,29
40227,33.0,15,4.5,12.297954,76.665169,76.755169,Windy,Medium,1,Buffet,motorcycle,0.0,No,Urban,21
13366,24.0,10,4.9,30.327968,78.046106,78.156106,Sunny,Medium,2,Buffet,scooter,0.0,No,Metropolitian,11
23176,26.0,15,5.0,17.450851,78.379347,78.509347,Fog,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,40
9881,25.0,10,5.0,13.049645,80.242268,80.312268,Sandstorms,Medium,1,Buffet,scooter,1.0,No,Metropolitian,21
37700,25.0,5,4.6,13.022394,80.242439,80.282439,Fog,High,2,Drinks,scooter,1.0,No,Metropolitian,24
24962,20.0,10,4.8,22.311603,73.165012,73.235012,Cloudy,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,20
2225,37.0,10,4.5,12.337928,76.617889,76.687889,Sunny,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,32
35556,28.0,10,4.7,12.304569,76.643622,76.673622,Sandstorms,Medium,2,Buffet,scooter,1.0,No,Metropolitian,29
32096,29.0,15,4.8,13.054347,80.257221,80.307221,Cloudy,Jam,1,Meal,scooter,0.0,No,Urban,20
18422,39.0,15,4.4,10.035573,76.336958,76.396958,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,43
3590,34.0,15,4.6,19.176269,72.836721,72.946721,Stormy,Low,2,Buffet,scooter,1.0,No,Urban,20
19147,24.0,15,5.0,26.905287,75.794592,75.864592,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,24
32578,27.0,5,5.0,0.0,0.0,0.06,Stormy,Jam,2,Snack,scooter,1.0,No,Metropolitian,13
30718,25.0,10,4.7,21.149669,72.772629,72.812629,Cloudy,High,0,Buffet,motorcycle,0.0,No,Metropolitian,21
3328,29.0,5,4.4,0.0,0.0,0.02,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,21
41721,39.0,10,4.6,25.449872,81.836167,81.896167,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,23
33248,21.0,10,4.7,21.186884,72.793616,72.873616,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,35
7299,37.0,5,4.8,19.12663,72.829976,72.859976,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,23
31512,25.0,15,4.9,21.157735,72.768778,72.808778,Cloudy,High,0,Drinks,motorcycle,1.0,No,Urban,23
33289,35.0,5,3.8,27.159795,78.04299,78.13299,Windy,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,32
33512,22.0,15,4.9,11.024839,77.007003,77.097003,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,20
4043,20.0,10,4.6,23.359033,85.325347,85.375347,Fog,Jam,0,Meal,motorcycle,1.0,No,Urban,29
40473,38.0,15,4.3,21.175975,72.795503,72.845503,Stormy,Jam,0,Drinks,motorcycle,1.0,Yes,Metropolitian,45
9329,35.0,15,4.8,0.0,0.0,0.11,Sunny,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,22
16862,30.0,15,4.5,0.0,0.0,0.02,Windy,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,21
28197,33.0,5,4.7,12.972532,77.608179,77.628179,Sandstorms,Low,1,Drinks,scooter,0.0,No,Metropolitian,22
5043,21.0,10,4.6,17.41233,78.449654,78.469654,Stormy,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,14
38896,26.0,15,4.9,12.321214,76.621094,76.751094,Sandstorms,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,17
24888,38.0,15,4.6,22.745049,75.892471,75.902471,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,24
19845,25.0,15,4.6,13.029198,77.570997,77.580997,Cloudy,Low,1,Buffet,scooter,1.0,No,Urban,15
21036,30.0,10,4.2,0.0,0.0,0.13,Stormy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,32
15161,28.0,5,5.0,12.325461,76.632278,76.722278,Stormy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,24
35880,32.0,5,4.6,25.457687,81.835585,81.865585,Fog,Medium,2,Snack,motorcycle,0.0,No,Metropolitian,15
28975,34.0,10,4.3,23.353783,85.326967,85.336967,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,33
42375,22.0,15,4.9,0.0,0.0,0.02,Stormy,Low,2,Snack,scooter,1.0,No,Urban,11
2047,29.0,10,4.9,12.325461,76.632278,76.662278,Windy,Medium,2,Meal,scooter,1.0,No,Metropolitian,28
1495,35.0,15,5.0,17.455894,78.375467,78.395467,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,17
38146,27.0,10,4.7,19.120083,72.907385,72.937385,Sandstorms,Low,2,Snack,scooter,0.0,No,Urban,17
14450,32.0,15,4.5,19.176269,72.836721,72.856721,Windy,Low,0,Buffet,motorcycle,1.0,No,Urban,29
17329,27.0,5,4.7,0.0,0.0,0.05,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,28
13813,23.0,10,4.3,17.450851,78.379347,78.469347,Fog,Jam,1,Buffet,scooter,1.0,No,Metropolitian,39
8839,24.0,10,4.5,12.3085,76.665808,76.705808,Sunny,Medium,2,Buffet,scooter,0.0,No,Urban,11
970,39.0,5,4.7,13.066762,80.251865,80.261865,Windy,Low,2,Drinks,scooter,0.0,No,Metropolitian,25
24418,32.0,10,4.8,26.913483,75.803139,75.913139,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,33
19765,22.0,10,4.8,17.451976,78.385883,78.455883,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,30
36596,39.0,10,4.7,18.592718,73.773572,73.803572,Stormy,Jam,2,Drinks,scooter,1.0,No,Urban,32
22427,34.0,10,4.8,27.157772,78.04725,78.05725,Stormy,High,0,Snack,motorcycle,2.0,Yes,Urban,47
8773,28.0,15,4.8,22.745049,75.892471,75.982471,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,39
37661,34.0,5,4.9,13.066762,80.251865,80.361865,Windy,Medium,2,Snack,scooter,0.0,No,Urban,23
23179,28.0,10,4.6,17.41233,78.449654,78.539654,Fog,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,25
19941,30.0,5,4.6,22.751857,75.866699,75.916699,Windy,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,29
9201,23.0,10,4.9,10.96185,76.971082,77.101082,Sandstorms,Jam,1,Snack,scooter,0.0,No,Metropolitian,23
7826,21.0,5,3.8,13.005801,80.250744,80.270744,Sunny,High,0,Drinks,motorcycle,3.0,No,Metropolitian,49
8242,37.0,15,4.4,19.055831,72.833984,72.883984,Sandstorms,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,32
4015,34.0,5,4.7,18.593481,73.785901,73.915901,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,37
7500,27.0,15,4.8,26.913726,75.75282,75.89282,Stormy,Low,0,Drinks,motorcycle,1.0,No,Urban,17
